dataset,source_column,output_column
vdem,e_v2x_clpol_3C,vdem__e_v2x_clpol_3c
vdem,e_v2x_clpol_4C,vdem__e_v2x_clpol_4c
vdem,e_v2x_clpol_5C,vdem__e_v2x_clpol_5c
vdem,e_v2x_EDcomp_thick_3C,vdem__e_v2x_edcomp_thick_3c
vdem,e_v2x_EDcomp_thick_4C,vdem__e_v2x_edcomp_thick_4c
vdem,e_v2x_EDcomp_thick_5C,vdem__e_v2x_edcomp_thick_5c
vdem,e_v2x_partip_3C,vdem__e_v2x_partip_3c
vdem,e_v2x_partip_4C,vdem__e_v2x_partip_4c
vdem,e_v2x_partip_5C,vdem__e_v2x_partip_5c
vdem,e_v2x_liberal_3C,vdem__e_v2x_liberal_3c
vdem,e_v2x_liberal_4C,vdem__e_v2x_liberal_4c
vdem,e_v2x_liberal_5C,vdem__e_v2x_liberal_5c
vdem,e_v2xeg_eqprotec_3C,vdem__e_v2xeg_eqprotec_3c
vdem,e_v2xeg_eqprotec_4C,vdem__e_v2xeg_eqprotec_4c
vdem,e_v2xeg_eqprotec_5C,vdem__e_v2xeg_eqprotec_5c
vdem,e_v2x_corr_3C,vdem__e_v2x_corr_3c
vdem,e_v2x_corr_4C,vdem__e_v2x_corr_4c
vdem,e_v2x_corr_5C,vdem__e_v2x_corr_5c
vdem,e_v2x_genpp_3C,vdem__e_v2x_genpp_3c
vdem,e_v2x_genpp_4C,vdem__e_v2x_genpp_4c
vdem,e_v2x_genpp_5C,vdem__e_v2x_genpp_5c
vdem,e_v2x_jucon_3C,vdem__e_v2x_jucon_3c
vdem,e_v2x_jucon_4C,vdem__e_v2x_jucon_4c
vdem,e_v2x_jucon_5C,vdem__e_v2x_jucon_5c
vdem,e_v2x_api_3C,vdem__e_v2x_api_3c
vdem,e_v2x_api_4C,vdem__e_v2x_api_4c
vdem,e_v2x_api_5C,vdem__e_v2x_api_5c
vdem,e_v2xcs_ccsi_3C,vdem__e_v2xcs_ccsi_3c
vdem,e_v2xcs_ccsi_4C,vdem__e_v2xcs_ccsi_4c
vdem,e_v2xcs_ccsi_5C,vdem__e_v2xcs_ccsi_5c
vdem,e_v2x_polyarchy_3C,vdem__e_v2x_polyarchy_3c
vdem,e_v2x_polyarchy_4C,vdem__e_v2x_polyarchy_4c
vdem,e_v2x_polyarchy_5C,vdem__e_v2x_polyarchy_5c
vdem,e_v2xel_frefair_3C,vdem__e_v2xel_frefair_3c
vdem,e_v2xel_frefair_4C,vdem__e_v2xel_frefair_4c
vdem,e_v2xel_frefair_5C,vdem__e_v2xel_frefair_5c
vdem,e_v2x_cspart_3C,vdem__e_v2x_cspart_3c
vdem,e_v2x_cspart_4C,vdem__e_v2x_cspart_4c
vdem,e_v2x_cspart_5C,vdem__e_v2x_cspart_5c
vdem,e_v2x_freexp_3C,vdem__e_v2x_freexp_3c
vdem,e_v2x_freexp_4C,vdem__e_v2x_freexp_4c
vdem,e_v2x_freexp_5C,vdem__e_v2x_freexp_5c
vdem,e_v2xel_regelec_3C,vdem__e_v2xel_regelec_3c
vdem,e_v2xel_regelec_4C,vdem__e_v2xel_regelec_4c
vdem,e_v2xel_regelec_5C,vdem__e_v2xel_regelec_5c
vdem,e_democracy_trans,vdem__e_democracy_trans
vdem,e_boix_regime,vdem__e_boix_regime
vdem,e_democracy_breakdowns,vdem__e_democracy_breakdowns
vdem,e_democracy_omitteddata,vdem__e_democracy_omitteddata
vdem,e_fh_rol,vdem__e_fh_rol
vdem,e_fh_cl,vdem__e_fh_cl
vdem,e_fh_pr,vdem__e_fh_pr
vdem,e_fh_status,vdem__e_fh_status
vdem,e_wbgi_cce,vdem__e_wbgi_cce
vdem,e_wbgi_pve,vdem__e_wbgi_pve
vdem,e_wbgi_rle,vdem__e_wbgi_rle
vdem,e_wbgi_vae,vdem__e_wbgi_vae
vdem,e_wbgi_rqe,vdem__e_wbgi_rqe
vdem,e_wbgi_gee,vdem__e_wbgi_gee
vdem,e_lexical_index,vdem__e_lexical_index
vdem,e_uds_median,vdem__e_uds_median
vdem,e_uds_mean,vdem__e_uds_mean
vdem,e_uds_pct025,vdem__e_uds_pct025
vdem,e_uds_pct975,vdem__e_uds_pct975
vdem,e_legparty,vdem__e_legparty
vdem,e_coups,vdem__e_coups
vdem,e_p_polity,vdem__e_p_polity
vdem,e_democ,vdem__e_democ
vdem,e_autoc,vdem__e_autoc
vdem,e_polity2,vdem__e_polity2
vdem,e_polcomp,vdem__e_polcomp
vdem,e_ti_cpi,vdem__e_ti_cpi
vdem,e_chga_demo,vdem__e_chga_demo
vdem,e_bnr_dem,vdem__e_bnr_dem
vdem,e_vanhanen,vdem__e_vanhanen
vdem,e_peaveduc,vdem__e_peaveduc
vdem,e_peedgini,vdem__e_peedgini
vdem,e_area,vdem__e_area
vdem,e_regiongeo,vdem__e_regiongeo
vdem,e_regionpol,vdem__e_regionpol
vdem,e_regionpol_6C,vdem__e_regionpol_6c
vdem,e_regionpol_7C,vdem__e_regionpol_7c
vdem,e_miinflat,vdem__e_miinflat
vdem,e_cow_imports,vdem__e_cow_imports
vdem,e_cow_exports,vdem__e_cow_exports
vdem,e_gdp,vdem__e_gdp
vdem,e_gdp_sd,vdem__e_gdp_sd
vdem,e_gdppc,vdem__e_gdppc
vdem,e_gdppc_sd,vdem__e_gdppc_sd
vdem,e_pop,vdem__e_pop
vdem,e_pop_sd,vdem__e_pop_sd
vdem,e_total_resources_income_pc,vdem__e_total_resources_income_pc
vdem,e_total_oil_income_pc,vdem__e_total_oil_income_pc
vdem,e_total_fuel_income_pc,vdem__e_total_fuel_income_pc
vdem,e_radio_n,vdem__e_radio_n
vdem,e_pelifeex,vdem__e_pelifeex
vdem,e_miferrat,vdem__e_miferrat
vdem,e_pematmor,vdem__e_pematmor
vdem,e_miurbpop,vdem__e_miurbpop
vdem,e_mipopula,vdem__e_mipopula
vdem,e_miurbani,vdem__e_miurbani
vdem,e_pefeliex,vdem__e_pefeliex
vdem,e_wb_pop,vdem__e_wb_pop
vdem,e_pechmor,vdem__e_pechmor
vdem,e_miinteco,vdem__e_miinteco
vdem,e_civil_war,vdem__e_civil_war
vdem,e_miinterc,vdem__e_miinterc
vdem,e_pt_coup,vdem__e_pt_coup
vdem,e_pt_coup_attempts,vdem__e_pt_coup_attempts
fh,Country/Territory,fh__country_territory
fh,Region,fh__region
fh,C/T,fh__c_t
fh,Status,fh__status
fh,PR rating,fh__pr_rating
fh,CL rating,fh__cl_rating
fh,A1,fh__a1
fh,A2,fh__a2
fh,A3,fh__a3
fh,A,fh__a
fh,B1,fh__b1
fh,B2,fh__b2
fh,B3,fh__b3
fh,B4,fh__b4
fh,B,fh__b
fh,C1,fh__c1
fh,C2,fh__c2
fh,C3,fh__c3
fh,C,fh__c
fh,Add Q,fh__add_q
fh,Add A,fh__add_a
fh,PR,fh__pr
fh,D1,fh__d1
fh,D2,fh__d2
fh,D3,fh__d3
fh,D4,fh__d4
fh,D,fh__d
fh,E1,fh__e1
fh,E2,fh__e2
fh,E3,fh__e3
fh,E,fh__e
fh,F1,fh__f1
fh,F2,fh__f2
fh,F3,fh__f3
fh,F4,fh__f4
fh,F,fh__f
fh,G1,fh__g1
fh,G2,fh__g2
fh,G3,fh__g3
fh,G4,fh__g4
fh,G,fh__g
fh,CL,fh__cl
fh,Total,fh__total
hrmi,CPR__country,hrmi__cpr_country
hrmi,CPR__countryyear,hrmi__cpr_countryyear
hrmi,CPR__iso3n,hrmi__cpr_iso3n
hrmi,CPR__cowcode,hrmi__cpr_cowcode
hrmi,CPR__hrmicode,hrmi__cpr_hrmicode
hrmi,CPR__disap_mean,hrmi__cpr_disap_mean
hrmi,CPR__disap_sd,hrmi__cpr_disap_sd
hrmi,CPR__disap_lo,hrmi__cpr_disap_lo
hrmi,CPR__disap_hi,hrmi__cpr_disap_hi
hrmi,CPR__exkill_mean,hrmi__cpr_exkill_mean
hrmi,CPR__exkill_sd,hrmi__cpr_exkill_sd
hrmi,CPR__exkill_lo,hrmi__cpr_exkill_lo
hrmi,CPR__exkill_hi,hrmi__cpr_exkill_hi
hrmi,CPR__arrest_mean,hrmi__cpr_arrest_mean
hrmi,CPR__arrest_sd,hrmi__cpr_arrest_sd
hrmi,CPR__arrest_lo,hrmi__cpr_arrest_lo
hrmi,CPR__arrest_hi,hrmi__cpr_arrest_hi
hrmi,CPR__tort_mean,hrmi__cpr_tort_mean
hrmi,CPR__tort_sd,hrmi__cpr_tort_sd
hrmi,CPR__tort_lo,hrmi__cpr_tort_lo
hrmi,CPR__tort_hi,hrmi__cpr_tort_hi
hrmi,CPR__dpex_mean,hrmi__cpr_dpex_mean
hrmi,CPR__dpex_sd,hrmi__cpr_dpex_sd
hrmi,CPR__dpex_lo,hrmi__cpr_dpex_lo
hrmi,CPR__dpex_hi,hrmi__cpr_dpex_hi
hrmi,CPR__express_mean,hrmi__cpr_express_mean
hrmi,CPR__express_sd,hrmi__cpr_express_sd
hrmi,CPR__express_lo,hrmi__cpr_express_lo
hrmi,CPR__express_hi,hrmi__cpr_express_hi
hrmi,CPR__polpart_mean,hrmi__cpr_polpart_mean
hrmi,CPR__polpart_sd,hrmi__cpr_polpart_sd
hrmi,CPR__polpart_lo,hrmi__cpr_polpart_lo
hrmi,CPR__polpart_hi,hrmi__cpr_polpart_hi
hrmi,CPR__assem_mean,hrmi__cpr_assem_mean
hrmi,CPR__assem_sd,hrmi__cpr_assem_sd
hrmi,CPR__assem_lo,hrmi__cpr_assem_lo
hrmi,CPR__assem_hi,hrmi__cpr_assem_hi
hrmi,CPR__rel_mean,hrmi__cpr_rel_mean
hrmi,CPR__rel_sd,hrmi__cpr_rel_sd
hrmi,CPR__rel_lo,hrmi__cpr_rel_lo
hrmi,CPR__rel_hi,hrmi__cpr_rel_hi
hrmi,CPR__physint_mean,hrmi__cpr_physint_mean
hrmi,CPR__physint_sd,hrmi__cpr_physint_sd
hrmi,CPR__physint_lo,hrmi__cpr_physint_lo
hrmi,CPR__physint_hi,hrmi__cpr_physint_hi
hrmi,CPR__empower_mean,hrmi__cpr_empower_mean
hrmi,CPR__empower_sd,hrmi__cpr_empower_sd
hrmi,CPR__empower_lo,hrmi__cpr_empower_lo
hrmi,CPR__empower_hi,hrmi__cpr_empower_hi
hrmi,People_at_Risk__country,hrmi__people_at_risk_country
hrmi,People_at_Risk__countryyear,hrmi__people_at_risk_countryyear
hrmi,People_at_Risk__iso3n,hrmi__people_at_risk_iso3n
hrmi,People_at_Risk__cowcode,hrmi__people_at_risk_cowcode
hrmi,People_at_Risk__hrmicode,hrmi__people_at_risk_hrmicode
hrmi,People_at_Risk__food_total_atrisk_resp,hrmi__people_at_risk_food_total_atrisk_resp
hrmi,People_at_Risk__food_atrisk_count1,hrmi__people_at_risk_food_atrisk_count1
hrmi,People_at_Risk__food_atrisk_prop1,hrmi__people_at_risk_food_atrisk_prop1
hrmi,People_at_Risk__food_atrisk_count2,hrmi__people_at_risk_food_atrisk_count2
hrmi,People_at_Risk__food_atrisk_prop2,hrmi__people_at_risk_food_atrisk_prop2
hrmi,People_at_Risk__food_atrisk_count3,hrmi__people_at_risk_food_atrisk_count3
hrmi,People_at_Risk__food_atrisk_prop3,hrmi__people_at_risk_food_atrisk_prop3
hrmi,People_at_Risk__food_atrisk_count4,hrmi__people_at_risk_food_atrisk_count4
hrmi,People_at_Risk__food_atrisk_prop4,hrmi__people_at_risk_food_atrisk_prop4
hrmi,People_at_Risk__food_atrisk_count5,hrmi__people_at_risk_food_atrisk_count5
hrmi,People_at_Risk__food_atrisk_prop5,hrmi__people_at_risk_food_atrisk_prop5
hrmi,People_at_Risk__food_atrisk_count6,hrmi__people_at_risk_food_atrisk_count6
hrmi,People_at_Risk__food_atrisk_prop6,hrmi__people_at_risk_food_atrisk_prop6
hrmi,People_at_Risk__food_atrisk_count7,hrmi__people_at_risk_food_atrisk_count7
hrmi,People_at_Risk__food_atrisk_prop7,hrmi__people_at_risk_food_atrisk_prop7
hrmi,People_at_Risk__food_atrisk_count8,hrmi__people_at_risk_food_atrisk_count8
hrmi,People_at_Risk__food_atrisk_prop8,hrmi__people_at_risk_food_atrisk_prop8
hrmi,People_at_Risk__food_atrisk_count9,hrmi__people_at_risk_food_atrisk_count9
hrmi,People_at_Risk__food_atrisk_prop9,hrmi__people_at_risk_food_atrisk_prop9
hrmi,People_at_Risk__food_atrisk_count10,hrmi__people_at_risk_food_atrisk_count10
hrmi,People_at_Risk__food_atrisk_prop10,hrmi__people_at_risk_food_atrisk_prop10
hrmi,People_at_Risk__food_atrisk_count11,hrmi__people_at_risk_food_atrisk_count11
hrmi,People_at_Risk__food_atrisk_prop11,hrmi__people_at_risk_food_atrisk_prop11
hrmi,People_at_Risk__food_atrisk_count12,hrmi__people_at_risk_food_atrisk_count12
hrmi,People_at_Risk__food_atrisk_prop12,hrmi__people_at_risk_food_atrisk_prop12
hrmi,People_at_Risk__food_atrisk_count13,hrmi__people_at_risk_food_atrisk_count13
hrmi,People_at_Risk__food_atrisk_prop13,hrmi__people_at_risk_food_atrisk_prop13
hrmi,People_at_Risk__food_atrisk_count14,hrmi__people_at_risk_food_atrisk_count14
hrmi,People_at_Risk__food_atrisk_prop14,hrmi__people_at_risk_food_atrisk_prop14
hrmi,People_at_Risk__food_atrisk_count15,hrmi__people_at_risk_food_atrisk_count15
hrmi,People_at_Risk__food_atrisk_prop15,hrmi__people_at_risk_food_atrisk_prop15
hrmi,People_at_Risk__food_atrisk_count16,hrmi__people_at_risk_food_atrisk_count16
hrmi,People_at_Risk__food_atrisk_prop16,hrmi__people_at_risk_food_atrisk_prop16
hrmi,People_at_Risk__food_atrisk_count17,hrmi__people_at_risk_food_atrisk_count17
hrmi,People_at_Risk__food_atrisk_prop17,hrmi__people_at_risk_food_atrisk_prop17
hrmi,People_at_Risk__food_atrisk_count18,hrmi__people_at_risk_food_atrisk_count18
hrmi,People_at_Risk__food_atrisk_prop18,hrmi__people_at_risk_food_atrisk_prop18
hrmi,People_at_Risk__food_atrisk_count19,hrmi__people_at_risk_food_atrisk_count19
hrmi,People_at_Risk__food_atrisk_prop19,hrmi__people_at_risk_food_atrisk_prop19
hrmi,People_at_Risk__food_atrisk_count20,hrmi__people_at_risk_food_atrisk_count20
hrmi,People_at_Risk__food_atrisk_prop20,hrmi__people_at_risk_food_atrisk_prop20
hrmi,People_at_Risk__food_atrisk_count21,hrmi__people_at_risk_food_atrisk_count21
hrmi,People_at_Risk__food_atrisk_prop21,hrmi__people_at_risk_food_atrisk_prop21
hrmi,People_at_Risk__food_atrisk_count22,hrmi__people_at_risk_food_atrisk_count22
hrmi,People_at_Risk__food_atrisk_prop22,hrmi__people_at_risk_food_atrisk_prop22
hrmi,People_at_Risk__food_atrisk_count23,hrmi__people_at_risk_food_atrisk_count23
hrmi,People_at_Risk__food_atrisk_prop23,hrmi__people_at_risk_food_atrisk_prop23
hrmi,People_at_Risk__food_atrisk_count24,hrmi__people_at_risk_food_atrisk_count24
hrmi,People_at_Risk__food_atrisk_prop24,hrmi__people_at_risk_food_atrisk_prop24
hrmi,People_at_Risk__food_atrisk_count25,hrmi__people_at_risk_food_atrisk_count25
hrmi,People_at_Risk__food_atrisk_prop25,hrmi__people_at_risk_food_atrisk_prop25
hrmi,People_at_Risk__food_atrisk_count26,hrmi__people_at_risk_food_atrisk_count26
hrmi,People_at_Risk__food_atrisk_prop26,hrmi__people_at_risk_food_atrisk_prop26
hrmi,People_at_Risk__food_atrisk_count27,hrmi__people_at_risk_food_atrisk_count27
hrmi,People_at_Risk__food_atrisk_prop27,hrmi__people_at_risk_food_atrisk_prop27
hrmi,People_at_Risk__food_atrisk_count28,hrmi__people_at_risk_food_atrisk_count28
hrmi,People_at_Risk__food_atrisk_prop28,hrmi__people_at_risk_food_atrisk_prop28
hrmi,People_at_Risk__food_atrisk_count29,hrmi__people_at_risk_food_atrisk_count29
hrmi,People_at_Risk__food_atrisk_prop29,hrmi__people_at_risk_food_atrisk_prop29
hrmi,People_at_Risk__food_atrisk_count30,hrmi__people_at_risk_food_atrisk_count30
hrmi,People_at_Risk__food_atrisk_prop30,hrmi__people_at_risk_food_atrisk_prop30
hrmi,People_at_Risk__food_atrisk_count31,hrmi__people_at_risk_food_atrisk_count31
hrmi,People_at_Risk__food_atrisk_prop31,hrmi__people_at_risk_food_atrisk_prop31
hrmi,People_at_Risk__food_atrisk_count32,hrmi__people_at_risk_food_atrisk_count32
hrmi,People_at_Risk__food_atrisk_prop32,hrmi__people_at_risk_food_atrisk_prop32
hrmi,People_at_Risk__food_atrisk_count33,hrmi__people_at_risk_food_atrisk_count33
hrmi,People_at_Risk__food_atrisk_prop33,hrmi__people_at_risk_food_atrisk_prop33
hrmi,People_at_Risk__food_atrisk_count34,hrmi__people_at_risk_food_atrisk_count34
hrmi,People_at_Risk__food_atrisk_prop34,hrmi__people_at_risk_food_atrisk_prop34
hrmi,People_at_Risk__food_atrisk_count35,hrmi__people_at_risk_food_atrisk_count35
hrmi,People_at_Risk__food_atrisk_prop35,hrmi__people_at_risk_food_atrisk_prop35
hrmi,People_at_Risk__food_atrisk_count36,hrmi__people_at_risk_food_atrisk_count36
hrmi,People_at_Risk__food_atrisk_prop36,hrmi__people_at_risk_food_atrisk_prop36
hrmi,People_at_Risk__food_atrisk_count37,hrmi__people_at_risk_food_atrisk_count37
hrmi,People_at_Risk__food_atrisk_prop37,hrmi__people_at_risk_food_atrisk_prop37
hrmi,People_at_Risk__food_atrisk_count38,hrmi__people_at_risk_food_atrisk_count38
hrmi,People_at_Risk__food_atrisk_prop38,hrmi__people_at_risk_food_atrisk_prop38
hrmi,People_at_Risk__food_atrisk_count39,hrmi__people_at_risk_food_atrisk_count39
hrmi,People_at_Risk__food_atrisk_prop39,hrmi__people_at_risk_food_atrisk_prop39
hrmi,People_at_Risk__food_atrisk_count40,hrmi__people_at_risk_food_atrisk_count40
hrmi,People_at_Risk__food_atrisk_prop40,hrmi__people_at_risk_food_atrisk_prop40
hrmi,People_at_Risk__food_atrisk_count41,hrmi__people_at_risk_food_atrisk_count41
hrmi,People_at_Risk__food_atrisk_prop41,hrmi__people_at_risk_food_atrisk_prop41
hrmi,People_at_Risk__educ_total_atrisk_resp,hrmi__people_at_risk_educ_total_atrisk_resp
hrmi,People_at_Risk__educ_atrisk_count1,hrmi__people_at_risk_educ_atrisk_count1
hrmi,People_at_Risk__educ_atrisk_prop1,hrmi__people_at_risk_educ_atrisk_prop1
hrmi,People_at_Risk__educ_atrisk_count2,hrmi__people_at_risk_educ_atrisk_count2
hrmi,People_at_Risk__educ_atrisk_prop2,hrmi__people_at_risk_educ_atrisk_prop2
hrmi,People_at_Risk__educ_atrisk_count3,hrmi__people_at_risk_educ_atrisk_count3
hrmi,People_at_Risk__educ_atrisk_prop3,hrmi__people_at_risk_educ_atrisk_prop3
hrmi,People_at_Risk__educ_atrisk_count4,hrmi__people_at_risk_educ_atrisk_count4
hrmi,People_at_Risk__educ_atrisk_prop4,hrmi__people_at_risk_educ_atrisk_prop4
hrmi,People_at_Risk__educ_atrisk_count5,hrmi__people_at_risk_educ_atrisk_count5
hrmi,People_at_Risk__educ_atrisk_prop5,hrmi__people_at_risk_educ_atrisk_prop5
hrmi,People_at_Risk__educ_atrisk_count6,hrmi__people_at_risk_educ_atrisk_count6
hrmi,People_at_Risk__educ_atrisk_prop6,hrmi__people_at_risk_educ_atrisk_prop6
hrmi,People_at_Risk__educ_atrisk_count7,hrmi__people_at_risk_educ_atrisk_count7
hrmi,People_at_Risk__educ_atrisk_prop7,hrmi__people_at_risk_educ_atrisk_prop7
hrmi,People_at_Risk__educ_atrisk_count8,hrmi__people_at_risk_educ_atrisk_count8
hrmi,People_at_Risk__educ_atrisk_prop8,hrmi__people_at_risk_educ_atrisk_prop8
hrmi,People_at_Risk__educ_atrisk_count9,hrmi__people_at_risk_educ_atrisk_count9
hrmi,People_at_Risk__educ_atrisk_prop9,hrmi__people_at_risk_educ_atrisk_prop9
hrmi,People_at_Risk__educ_atrisk_count10,hrmi__people_at_risk_educ_atrisk_count10
hrmi,People_at_Risk__educ_atrisk_prop10,hrmi__people_at_risk_educ_atrisk_prop10
hrmi,People_at_Risk__educ_atrisk_count11,hrmi__people_at_risk_educ_atrisk_count11
hrmi,People_at_Risk__educ_atrisk_prop11,hrmi__people_at_risk_educ_atrisk_prop11
hrmi,People_at_Risk__educ_atrisk_count12,hrmi__people_at_risk_educ_atrisk_count12
hrmi,People_at_Risk__educ_atrisk_prop12,hrmi__people_at_risk_educ_atrisk_prop12
hrmi,People_at_Risk__educ_atrisk_count13,hrmi__people_at_risk_educ_atrisk_count13
hrmi,People_at_Risk__educ_atrisk_prop13,hrmi__people_at_risk_educ_atrisk_prop13
hrmi,People_at_Risk__educ_atrisk_count14,hrmi__people_at_risk_educ_atrisk_count14
hrmi,People_at_Risk__educ_atrisk_prop14,hrmi__people_at_risk_educ_atrisk_prop14
hrmi,People_at_Risk__educ_atrisk_count15,hrmi__people_at_risk_educ_atrisk_count15
hrmi,People_at_Risk__educ_atrisk_prop15,hrmi__people_at_risk_educ_atrisk_prop15
hrmi,People_at_Risk__educ_atrisk_count16,hrmi__people_at_risk_educ_atrisk_count16
hrmi,People_at_Risk__educ_atrisk_prop16,hrmi__people_at_risk_educ_atrisk_prop16
hrmi,People_at_Risk__educ_atrisk_count17,hrmi__people_at_risk_educ_atrisk_count17
hrmi,People_at_Risk__educ_atrisk_prop17,hrmi__people_at_risk_educ_atrisk_prop17
hrmi,People_at_Risk__educ_atrisk_count18,hrmi__people_at_risk_educ_atrisk_count18
hrmi,People_at_Risk__educ_atrisk_prop18,hrmi__people_at_risk_educ_atrisk_prop18
hrmi,People_at_Risk__educ_atrisk_count19,hrmi__people_at_risk_educ_atrisk_count19
hrmi,People_at_Risk__educ_atrisk_prop19,hrmi__people_at_risk_educ_atrisk_prop19
hrmi,People_at_Risk__educ_atrisk_count20,hrmi__people_at_risk_educ_atrisk_count20
hrmi,People_at_Risk__educ_atrisk_prop20,hrmi__people_at_risk_educ_atrisk_prop20
hrmi,People_at_Risk__educ_atrisk_count21,hrmi__people_at_risk_educ_atrisk_count21
hrmi,People_at_Risk__educ_atrisk_prop21,hrmi__people_at_risk_educ_atrisk_prop21
hrmi,People_at_Risk__educ_atrisk_count22,hrmi__people_at_risk_educ_atrisk_count22
hrmi,People_at_Risk__educ_atrisk_prop22,hrmi__people_at_risk_educ_atrisk_prop22
hrmi,People_at_Risk__educ_atrisk_count23,hrmi__people_at_risk_educ_atrisk_count23
hrmi,People_at_Risk__educ_atrisk_prop23,hrmi__people_at_risk_educ_atrisk_prop23
hrmi,People_at_Risk__educ_atrisk_count24,hrmi__people_at_risk_educ_atrisk_count24
hrmi,People_at_Risk__educ_atrisk_prop24,hrmi__people_at_risk_educ_atrisk_prop24
hrmi,People_at_Risk__educ_atrisk_count25,hrmi__people_at_risk_educ_atrisk_count25
hrmi,People_at_Risk__educ_atrisk_prop25,hrmi__people_at_risk_educ_atrisk_prop25
hrmi,People_at_Risk__educ_atrisk_count26,hrmi__people_at_risk_educ_atrisk_count26
hrmi,People_at_Risk__educ_atrisk_prop26,hrmi__people_at_risk_educ_atrisk_prop26
hrmi,People_at_Risk__educ_atrisk_count27,hrmi__people_at_risk_educ_atrisk_count27
hrmi,People_at_Risk__educ_atrisk_prop27,hrmi__people_at_risk_educ_atrisk_prop27
hrmi,People_at_Risk__educ_atrisk_count28,hrmi__people_at_risk_educ_atrisk_count28
hrmi,People_at_Risk__educ_atrisk_prop28,hrmi__people_at_risk_educ_atrisk_prop28
hrmi,People_at_Risk__educ_atrisk_count29,hrmi__people_at_risk_educ_atrisk_count29
hrmi,People_at_Risk__educ_atrisk_prop29,hrmi__people_at_risk_educ_atrisk_prop29
hrmi,People_at_Risk__educ_atrisk_count30,hrmi__people_at_risk_educ_atrisk_count30
hrmi,People_at_Risk__educ_atrisk_prop30,hrmi__people_at_risk_educ_atrisk_prop30
hrmi,People_at_Risk__educ_atrisk_count31,hrmi__people_at_risk_educ_atrisk_count31
hrmi,People_at_Risk__educ_atrisk_prop31,hrmi__people_at_risk_educ_atrisk_prop31
hrmi,People_at_Risk__educ_atrisk_count32,hrmi__people_at_risk_educ_atrisk_count32
hrmi,People_at_Risk__educ_atrisk_prop32,hrmi__people_at_risk_educ_atrisk_prop32
hrmi,People_at_Risk__educ_atrisk_count33,hrmi__people_at_risk_educ_atrisk_count33
hrmi,People_at_Risk__educ_atrisk_prop33,hrmi__people_at_risk_educ_atrisk_prop33
hrmi,People_at_Risk__educ_atrisk_count34,hrmi__people_at_risk_educ_atrisk_count34
hrmi,People_at_Risk__educ_atrisk_prop34,hrmi__people_at_risk_educ_atrisk_prop34
hrmi,People_at_Risk__educ_atrisk_count35,hrmi__people_at_risk_educ_atrisk_count35
hrmi,People_at_Risk__educ_atrisk_prop35,hrmi__people_at_risk_educ_atrisk_prop35
hrmi,People_at_Risk__educ_atrisk_count36,hrmi__people_at_risk_educ_atrisk_count36
hrmi,People_at_Risk__educ_atrisk_prop36,hrmi__people_at_risk_educ_atrisk_prop36
hrmi,People_at_Risk__educ_atrisk_count37,hrmi__people_at_risk_educ_atrisk_count37
hrmi,People_at_Risk__educ_atrisk_prop37,hrmi__people_at_risk_educ_atrisk_prop37
hrmi,People_at_Risk__educ_atrisk_count38,hrmi__people_at_risk_educ_atrisk_count38
hrmi,People_at_Risk__educ_atrisk_prop38,hrmi__people_at_risk_educ_atrisk_prop38
hrmi,People_at_Risk__educ_atrisk_count39,hrmi__people_at_risk_educ_atrisk_count39
hrmi,People_at_Risk__educ_atrisk_prop39,hrmi__people_at_risk_educ_atrisk_prop39
hrmi,People_at_Risk__educ_atrisk_count40,hrmi__people_at_risk_educ_atrisk_count40
hrmi,People_at_Risk__educ_atrisk_prop40,hrmi__people_at_risk_educ_atrisk_prop40
hrmi,People_at_Risk__educ_atrisk_count41,hrmi__people_at_risk_educ_atrisk_count41
hrmi,People_at_Risk__educ_atrisk_prop41,hrmi__people_at_risk_educ_atrisk_prop41
hrmi,People_at_Risk__health_total_atrisk_resp,hrmi__people_at_risk_health_total_atrisk_resp
hrmi,People_at_Risk__health_atrisk_count1,hrmi__people_at_risk_health_atrisk_count1
hrmi,People_at_Risk__health_atrisk_prop1,hrmi__people_at_risk_health_atrisk_prop1
hrmi,People_at_Risk__health_atrisk_count2,hrmi__people_at_risk_health_atrisk_count2
hrmi,People_at_Risk__health_atrisk_prop2,hrmi__people_at_risk_health_atrisk_prop2
hrmi,People_at_Risk__health_atrisk_count3,hrmi__people_at_risk_health_atrisk_count3
hrmi,People_at_Risk__health_atrisk_prop3,hrmi__people_at_risk_health_atrisk_prop3
hrmi,People_at_Risk__health_atrisk_count4,hrmi__people_at_risk_health_atrisk_count4
hrmi,People_at_Risk__health_atrisk_prop4,hrmi__people_at_risk_health_atrisk_prop4
hrmi,People_at_Risk__health_atrisk_count5,hrmi__people_at_risk_health_atrisk_count5
hrmi,People_at_Risk__health_atrisk_prop5,hrmi__people_at_risk_health_atrisk_prop5
hrmi,People_at_Risk__health_atrisk_count6,hrmi__people_at_risk_health_atrisk_count6
hrmi,People_at_Risk__health_atrisk_prop6,hrmi__people_at_risk_health_atrisk_prop6
hrmi,People_at_Risk__health_atrisk_count7,hrmi__people_at_risk_health_atrisk_count7
hrmi,People_at_Risk__health_atrisk_prop7,hrmi__people_at_risk_health_atrisk_prop7
hrmi,People_at_Risk__health_atrisk_count8,hrmi__people_at_risk_health_atrisk_count8
hrmi,People_at_Risk__health_atrisk_prop8,hrmi__people_at_risk_health_atrisk_prop8
hrmi,People_at_Risk__health_atrisk_count9,hrmi__people_at_risk_health_atrisk_count9
